incident_id,timestamp,attack_type,target_system,severity,confidence_score,affected_users,country,remediation_status,target_label
2521,2025-09-16 15:34:00,Adversarial Example,Recommendation Engine,3,0.58,805,India,In Progress,malicious
2522,2025-09-07 06:17:00,Prompt Injection,Image Classifier,1,0.93,4147,Germany,Closed,malicious
2523,2025-09-02 22:48:00,Model Evasion,Fraud Detection,1,0.63,2775,Germany,Closed,malicious
2524,2025-09-09 19:53:00,Model Evasion,Chatbot,4,0.8,71,USA,In Progress,malicious
2525,2025-09-29 00:09:00,Model Evasion,Image Classifier,2,0.75,27,China,,malicious
2526,2025-09-02 21:19:00,Data Poisoning,Fraud Detection,2,0.51,468,Russia,In Progress,malicious
2527,2025-09-16 21:30:00,Model Evasion,Chatbot,3,0.97,3983,China,Closed,malicious
2528,2025-09-09 03:00:00,Data Poisoning,Image Classifier,1,0.54,763,Germany,In Progress,malicious
2529,2025-09-26 08:29:00,Data Poisoning,Image Classifier,2,0.84,1424,China,,malicious
2530,2025-09-30 12:54:00,Adversarial Example,Fraud Detection,3,0.89,2248,India,Closed,malicious
2531,2025-09-26 12:46:00,Model Evasion,Chatbot,2,0.9,3832,USA,Closed,malicious
2532,2025-09-19 13:05:00,Model Evasion,Chatbot,1,high,4915,China,Open,malicious
2533,2025-09-14 01:07:00,Prompt Injection,Image Classifier,4,0.72,4060,USA,Open,malicious
2534,2025-09-19 11:08:00,Adversarial Example,Image Classifier,5,0.91,4070,Germany,Closed,malicious
2535,2025-09-19 03:23:00,Prompt Injection,Image Classifier,2,0.65,1675,Germany,Closed,malicious
2536,2025-09-23 23:02:00,Adversarial Example,Chatbot,4,0.73,559,USA,In Progress,malicious
2537,2025-09-08 01:37:00,Model Evasion,Fraud Detection,3,0.64,500000,Germany,,malicious
2538,2025-09-16 02:07:00,Data Poisoning,Fraud Detection,3,0.73,3831,China,Closed,malicious
2539,2025-09-21 23:40:00,Data Poisoning,Chatbot,5,0.94,1918,USA,,malicious
2540,2025-09-07 20:42:00,Data Poisoning,Recommendation Engine,4,0.73,78,China,Closed,malicious
2541,2025-09-01 18:56:00,Data Poisoning,Fraud Detection,5,0.78,4929,USA,,malicious
2542,2025-09-25 04:32:00,Data Poisoning,Image Classifier,1,0.7,3647,China,Open,malicious
2543,2025-09-23 04:46:00,Prompt Injection,Recommendation Engine,1,0.73,1031,USA,Closed,malicious
2544,2025-09-05 20:49:00,Adversarial Example,Recommendation Engine,5,0.51,2072,Germany,In Progress,malicious
2545,2025-09-10 00:27:00,Model Evasion,Fraud Detection,3,0.64,4545,India,,malicious
2546,2025-09-26 21:51:00,Prompt Injection,Recommendation Engine,2,0.72,1484,Germany,Closed,malicious
2547,2025-09-22 22:15:00,Adversarial Example,Recommendation Engine,4,0.82,2245,USA,Open,malicious
2548,2025-09-01 16:47:00,Data Poisoning,Fraud Detection,5,0.73,1550,Russia,Open,malicious
2549,2025-09-04 18:45:00,Adversarial Example,Fraud Detection,5,0.67,4785,Germany,Open,malicious
2550,2025-09-08 10:26:00,Adversarial Example,Recommendation Engine,2,0.69,4682,USA,Open,benign
2551,2025-09-21 07:37:00,Data Poisoning,Image Classifier,5,0.62,,India,Closed,malicious
2552,2025-09-16 02:16:00,Data Poisoning,Chatbot,1,0.96,3751,USA,In Progress,malicious
2553,2025-09-30 07:27:00,Data Poisoning,Recommendation Engine,1,0.76,4722,China,,malicious
2554,2025-09-10 05:21:00,Model Evasion,Recommendation Engine,4,high,2031,China,In Progress,malicious
2555,2025-09-01 23:55:00,Data Poisoning,Image Classifier,1,0.51,4459,China,,malicious
2556,2025-09-24 03:39:00,Model Evasion,Recommendation Engine,2,0.99,3856,Russia,In Progress,malicious
2557,,Data Poisoning,Recommendation Engine,4,0.61,2182,China,Closed,malicious
2558,2025-09-18 22:21:00,Model Evasion,Chatbot,2,0.9,4469,USA,Closed,malicious
2559,2025-09-19 12:20:00,Adversarial Example,Chatbot,1,0.53,2094,Russia,,malicious
2560,2025-09-04 12:44:00,Prompt Injection,Chatbot,2,0.96,3903,Russia,Closed,malicious
2561,2025-09-12 13:41:00,Adversarial Example,Fraud Detection,3,0.94,3032,Germany,,benign
2562,2025-09-10 09:07:00,Adversarial Example,Fraud Detection,3,0.79,1548,China,In Progress,malicious
2563,,Data Poisoning,Chatbot,4,0.5,367,USA,Closed,malicious
2564,2025-09-13 16:31:00,Model Evasion,Chatbot,4,0.63,64,India,Closed,malicious
2565,2025-09-06 04:51:00,Prompt Injection,Fraud Detection,3,0.7,3299,USA,,malicious
2566,2025-09-11 07:39:00,Data Poisoning,Image Classifier,5,0.73,4849,USA,,malicious
2567,2025-09-06 14:33:00,Data Poisoning,Recommendation Engine,1,0.65,2035,China,,malicious
2568,2025-09-07 07:17:00,Data Poisoning,Recommendation Engine,2,0.52,2863,USA,,malicious
2569,2025-09-15 13:13:00,Adversarial Example,Chatbot,5,0.8,1876,USA,Open,benign
2570,2025-09-08 21:43:00,Model Evasion,Image Classifier,2,0.76,4851,China,,malicious
2571,2025-09-02 15:13:00,Model Evasion,Fraud Detection,99,0.64,2228,USA,Open,malicious
2572,2025-09-17 13:01:00,Prompt Injection,Chatbot,3,0.52,596,USA,In Progress,malicious
2573,2025-09-27 02:07:00,Model Evasion,Image Classifier,4,1.0,3606,USA,,malicious
2574,2025-09-18 06:20:00,Model Evasion,Image Classifier,3,0.74,2674,USA,Open,malicious
2575,2025-09-15 17:15:00,Data Poisoning,Image Classifier,3,0.88,3889,Germany,Open,malicious
2576,2025-09-09 06:59:00,Data Poisoning,Fraud Detection,3,0.73,3506,India,Open,malicious
2577,2025-09-18 14:18:00,Adversarial Example,Fraud Detection,4,0.52,1834,China,Closed,malicious
2578,2025-09-16 02:10:00,Data Poisoning,Recommendation Engine,3,0.65,1395,China,Open,malicious
2579,2025-09-15 21:07:00,Data Poisoning,Recommendation Engine,5,0.66,1586,USA,,malicious
2580,2025-09-25 10:36:00,Data Poisoning,Image Classifier,2,0.92,111,USA,,malicious
2581,2025-09-19 19:23:00,Data Poisoning,Image Classifier,1,0.83,452,USA,,malicious
2582,2025-09-15 22:30:00,Adversarial Example,Fraud Detection,3,0.64,2803,China,Open,benign
2583,2025-09-06 10:13:00,Data Poisoning,Recommendation Engine,4,0.98,2631,Germany,Open,malicious
2584,2025-09-22 22:38:00,Prompt Injection,Image Classifier,5,0.66,2186,Germany,Closed,benign
2585,2025-09-20 03:30:00,Prompt Injection,Recommendation Engine,2,1.0,4348,USA,In Progress,malicious
2586,2025-09-19 19:22:00,Prompt Injection,Recommendation Engine,4,1.0,2004,USA,Closed,malicious
2587,2025-09-21 07:21:00,Prompt Injection,Image Classifier,2,high,1459,India,,malicious
2588,2025-09-22 07:18:00,Data Poisoning,Fraud Detection,4,0.66,1942,USA,,malicious
2589,2025-09-09 03:45:00,Prompt Injection,Image Classifier,5,0.74,3493,Germany,,malicious
2590,2025-09-19 01:49:00,Data Poisoning,Image Classifier,2,0.83,,China,Closed,malicious
2591,2025-09-10 01:05:00,Adversarial Example,Recommendation Engine,3,0.76,61,Germany,,malicious
2592,2025-09-26 02:04:00,Prompt Injection,Image Classifier,99,0.98,1494,Russia,,malicious
2593,2025-09-10 22:08:00,Model Evasion,Fraud Detection,5,0.86,1180,Russia,,malicious
2594,2025-09-17 10:10:00,Prompt Injection,Image Classifier,3,0.61,4901,China,Open,malicious
2595,2025-09-05 13:00:00,Prompt Injection,Fraud Detection,3,0.55,2788,China,In Progress,malicious
2596,2025-09-23 09:12:00,Data Poisoning,Fraud Detection,2,0.84,1875,USA,Open,malicious
2597,2025-09-12 09:42:00,Prompt Injection,Recommendation Engine,3,0.58,2208,Russia,Open,malicious
2598,2025-09-03 07:42:00,Model Evasion,Chatbot,5,0.89,4636,China,In Progress,malicious
2599,2025-09-30 01:26:00,Data Poisoning,Chatbot,4,0.66,4721,USA,In Progress,malicious
2600,2025-09-25 17:32:00,Data Poisoning,Recommendation Engine,2,0.66,105,China,Closed,malicious
2601,2025-09-08 05:16:00,Adversarial Example,Image Classifier,2,0.51,1154,USA,In Progress,malicious
2602,2025-09-13 03:22:00,Adversarial Example,Recommendation Engine,2,0.85,3428,China,Closed,malicious
2603,2025-09-17 06:11:00,Prompt Injection,Fraud Detection,1,high,4087,China,Closed,malicious
2604,2025-09-10 05:01:00,Adversarial Example,Chatbot,1,0.89,1708,USA,Open,malicious
2605,2025-09-03 03:33:00,Adversarial Example,Recommendation Engine,3,0.75,2823,USA,,benign
2606,2025-09-09 03:22:00,Adversarial Example,Image Classifier,1,0.89,3925,Russia,Open,malicious
2607,2025-09-16 07:22:00,Data Poisoning,Recommendation Engine,1,0.79,1908,India,Open,malicious
2608,2025-09-20 12:07:00,Data Poisoning,Chatbot,3,0.54,2049,India,In Progress,malicious
2609,2025-09-23 11:07:00,Data Poisoning,Recommendation Engine,1,0.88,4464,USA,In Progress,malicious
2610,2025-09-24 10:36:00,Adversarial Example,Recommendation Engine,1,0.53,1274,India,Closed,malicious
2611,2025-09-28 05:34:00,Data Poisoning,Chatbot,2,0.74,945,China,Closed,malicious
2612,2025-09-12 08:15:00,Adversarial Example,Fraud Detection,2,0.59,3904,USA,Closed,malicious
2613,2025-09-20 20:42:00,Data Poisoning,Fraud Detection,3,0.88,2227,USA,In Progress,malicious
2614,2025-09-24 22:10:00,Data Poisoning,Chatbot,1,0.96,3796,USA,Closed,malicious
2615,2025-09-23 08:36:00,Model Evasion,Recommendation Engine,4,0.78,292,USA,Closed,benign
2616,2025-09-04 21:46:00,Prompt Injection,Chatbot,5,0.76,4679,Brazil,In Progress,malicious
2617,2025-09-06 03:44:00,Adversarial Example,Fraud Detection,4,0.88,2222,USA,,malicious
2618,2025-09-09 22:17:00,Model Evasion,Image Classifier,3,0.5,3973,China,Open,malicious
2619,2025-09-14 21:02:00,Data Poisoning,Recommendation Engine,5,0.96,2491,China,In Progress,malicious
2620,2025-09-08 22:25:00,Adversarial Example,Fraud Detection,4,0.6,2475,USA,Closed,malicious
2621,2025-09-02 09:00:00,Data Poisoning,Recommendation Engine,1,0.99,4860,China,Open,malicious
2622,2025-09-19 08:31:00,Prompt Injection,Chatbot,3,0.87,3729,USA,In Progress,malicious
2623,2025-09-14 12:00:00,Model Evasion,Image Classifier,5,0.89,427,India,Open,malicious
2624,2025-09-29 23:52:00,Prompt Injection,Chatbot,2,0.83,2972,USA,Open,malicious
2625,2025-09-12 22:15:00,Model Evasion,Image Classifier,1,0.74,106,China,,benign
2626,2025-09-19 07:45:00,Data Poisoning,Recommendation Engine,4,0.79,3619,Germany,Closed,benign
2627,2025-09-27 11:58:00,Prompt Injection,Recommendation Engine,5,0.52,4754,Russia,In Progress,malicious
2628,2025-09-16 23:39:00,Prompt Injection,Chatbot,1,0.81,3333,India,Closed,malicious
2629,2025-09-13 22:39:00,Data Poisoning,Image Classifier,3,0.81,3992,Germany,,benign
2630,2025-09-14 21:14:00,Prompt Injection,Image Classifier,2,0.95,1225,USA,,malicious
2631,2025-09-24 20:55:00,Adversarial Example,Recommendation Engine,4,0.75,4004,China,In Progress,malicious
2632,2025-09-15 23:23:00,Model Evasion,Chatbot,2,0.54,,India,In Progress,malicious
2633,2025-09-28 07:41:00,Model Evasion,Image Classifier,2,0.65,3368,Russia,,malicious
2634,2025-09-05 00:16:00,Model Evasion,Recommendation Engine,5,0.83,895,USA,In Progress,malicious
2635,2025-09-26 07:24:00,Adversarial Example,Fraud Detection,3,0.62,3905,USA,Open,malicious
2636,2025-09-03 08:20:00,Model Evasion,Chatbot,4,0.64,1620,India,Open,benign
2637,2025-09-07 01:11:00,Data Poisoning,Fraud Detection,3,0.91,3863,China,,malicious
2638,2025-09-07 02:22:00,Prompt Injection,Chatbot,2,0.79,2292,USA,Closed,malicious
2639,2025-09-13 02:34:00,Adversarial Example,Recommendation Engine,4,0.75,1385,China,In Progress,malicious
2640,2025-09-14 21:37:00,Model Evasion,Image Classifier,1,0.66,3899,Germany,In Progress,malicious
2641,2025-09-22 07:47:00,Data Poisoning,Image Classifier,2,0.87,3592,Brazil,Open,malicious
2642,2025-09-28 03:50:00,Prompt Injection,Image Classifier,2,0.64,2433,China,In Progress,benign
2643,2025-09-13 01:03:00,Prompt Injection,Chatbot,4,0.87,2806,USA,Closed,malicious
2644,2025-09-27 23:07:00,Adversarial Example,Recommendation Engine,5,0.54,3383,USA,In Progress,malicious
2645,2025-09-29 22:12:00,Adversarial Example,Fraud Detection,99,0.93,1301,USA,In Progress,malicious
2646,2025-09-04 22:15:00,Adversarial Example,Recommendation Engine,3,0.75,758,China,Open,malicious
2647,2025-09-11 14:11:00,Data Poisoning,Fraud Detection,2,0.72,746,China,In Progress,malicious
2648,2025-09-01 08:46:00,Data Poisoning,Chatbot,3,0.81,592,USA,,malicious
2649,2025-09-03 05:44:00,Adversarial Example,Chatbot,5,0.81,2886,Germany,,malicious
2650,2025-09-09 00:16:00,Model Evasion,Fraud Detection,2,0.57,4111,Germany,Closed,malicious
2651,2025-09-20 19:41:00,Prompt Injection,Fraud Detection,5,0.88,1068,USA,Closed,malicious
2652,2025-09-10 09:47:00,Prompt Injection,Fraud Detection,2,0.64,3307,USA,Closed,malicious
2653,2025-09-24 23:31:00,Data Poisoning,Recommendation Engine,99,0.95,702,Brazil,Closed,malicious
2654,2025-09-07 01:12:00,Prompt Injection,Fraud Detection,5,0.91,4708,USA,Open,malicious
2655,2025-09-27 18:45:00,Model Evasion,Chatbot,5,0.67,104,India,In Progress,malicious
2656,2025-09-07 09:28:00,Prompt Injection,Chatbot,2,0.9,1497,China,Open,malicious
2657,2025-09-04 13:09:00,Data Poisoning,Image Classifier,1,0.68,3833,India,Closed,malicious
2658,2025-09-25 10:41:00,Data Poisoning,Fraud Detection,3,0.55,395,India,In Progress,malicious
2659,2025-09-12 18:47:00,Model Evasion,Recommendation Engine,2,0.98,3517,Germany,,malicious
2660,2025-09-21 15:59:00,Model Evasion,Recommendation Engine,1,0.83,2653,Russia,Open,malicious
2661,2025-09-15 00:12:00,Prompt Injection,Recommendation Engine,3,0.73,,Russia,In Progress,malicious
2662,2025-09-26 15:35:00,Prompt Injection,Image Classifier,3,0.7,2010,China,,malicious
2663,2025-09-19 11:09:00,Data Poisoning,Chatbot,4,0.66,3881,USA,,malicious
2664,,Model Evasion,Recommendation Engine,4,0.99,4946,USA,Closed,malicious
2665,2025-09-21 03:29:00,Model Evasion,Chatbot,1,0.57,1988,India,,malicious
2666,2025-09-13 08:13:00,Model Evasion,Image Classifier,5,0.66,4537,Germany,,malicious
2667,2025-09-29 13:25:00,Prompt Injection,Fraud Detection,2,0.74,1668,USA,Closed,malicious
2668,2025-09-19 03:43:00,Model Evasion,Fraud Detection,3,0.74,4968,USA,In Progress,malicious
2669,2025-09-05 06:34:00,Data Poisoning,Fraud Detection,3,high,4762,Germany,In Progress,malicious
2670,2025-09-16 03:24:00,Data Poisoning,Recommendation Engine,5,0.59,1051,USA,Closed,malicious
2671,2025-09-29 22:48:00,Prompt Injection,Fraud Detection,1,0.57,2841,China,Open,malicious
2672,2025-09-15 07:01:00,Adversarial Example,Recommendation Engine,3,0.63,4723,Germany,Closed,malicious
2673,2025-09-21 21:27:00,Prompt Injection,Image Classifier,4,0.96,3584,China,In Progress,malicious
2674,2025-09-23 21:41:00,Adversarial Example,Image Classifier,2,0.56,347,USA,Open,malicious
2675,2025-09-03 14:42:00,Model Evasion,Recommendation Engine,4,0.88,1263,USA,Closed,malicious
2676,2025-09-07 18:48:00,Prompt Injection,Chatbot,5,0.88,4665,USA,In Progress,malicious
2677,2025-09-28 10:19:00,Data Poisoning,Fraud Detection,99,0.9,2742,USA,In Progress,malicious
2678,2025-09-27 18:39:00,Model Evasion,Fraud Detection,1,0.94,2073,China,In Progress,malicious
2679,2025-09-07 02:23:00,Data Poisoning,Fraud Detection,2,0.63,3148,China,,malicious
2680,2025-09-21 16:21:00,Model Evasion,Recommendation Engine,2,0.61,1351,USA,,malicious
2681,2025-09-22 09:31:00,Prompt Injection,Image Classifier,3,0.73,2821,USA,Open,malicious
2682,2025-09-25 15:28:00,Adversarial Example,Fraud Detection,2,0.63,3827,USA,Open,malicious
2683,2025-09-07 04:25:00,Model Evasion,Image Classifier,2,0.87,669,Brazil,Open,malicious
2684,2025-09-07 08:07:00,Adversarial Example,Fraud Detection,5,0.82,4813,China,,malicious
2685,,Model Evasion,Fraud Detection,5,0.94,2646,Russia,Open,malicious
2686,2025-09-05 10:08:00,Data Poisoning,Recommendation Engine,1,0.54,266,India,In Progress,malicious
2687,2025-09-20 01:04:00,Data Poisoning,Chatbot,2,0.96,1438,China,In Progress,malicious
2688,2025-09-13 17:33:00,Model Evasion,Recommendation Engine,3,0.65,2693,Germany,Open,malicious
2689,2025-09-17 01:16:00,Adversarial Example,Fraud Detection,2,0.75,1022,USA,Open,malicious
2690,2025-09-11 18:45:00,Prompt Injection,Fraud Detection,4,0.72,2037,Germany,,malicious
2691,2025-09-17 05:58:00,Prompt Injection,Chatbot,4,0.88,564,USA,In Progress,benign
2692,2025-09-23 19:37:00,Data Poisoning,Image Classifier,5,0.71,1059,India,Closed,benign
2693,2025-09-08 04:41:00,Prompt Injection,Image Classifier,4,0.97,1424,USA,Closed,malicious
2694,2025-09-12 08:49:00,Data Poisoning,Fraud Detection,3,0.95,4123,India,,malicious
2695,2025-09-03 02:41:00,Prompt Injection,Image Classifier,4,0.94,219,USA,,malicious
2696,2025-09-01 01:45:00,Model Evasion,Fraud Detection,2,0.54,405,Russia,,malicious
2697,2025-09-07 07:18:00,Data Poisoning,Chatbot,3,0.93,1637,USA,In Progress,malicious
2698,2025-09-18 08:43:00,Data Poisoning,Chatbot,3,0.89,2318,Germany,Open,benign
2699,2025-09-05 05:30:00,Model Evasion,Fraud Detection,1,0.55,1759,China,Open,benign
2700,2025-09-27 23:30:00,Data Poisoning,Chatbot,2,0.55,1674,USA,,malicious
2701,2025-09-02 08:05:00,Prompt Injection,Recommendation Engine,2,0.55,791,Germany,In Progress,malicious
2702,2025-09-13 19:20:00,Prompt Injection,Recommendation Engine,5,0.51,3582,Russia,Closed,malicious
2703,2025-09-28 13:25:00,Data Poisoning,Chatbot,2,0.77,1309,USA,,malicious
2704,2025-09-19 01:35:00,Prompt Injection,Fraud Detection,2,0.99,3833,Russia,In Progress,malicious
2705,2025-09-24 03:20:00,Adversarial Example,Fraud Detection,2,0.72,4929,Germany,,malicious
2706,2025-09-18 13:31:00,Data Poisoning,Chatbot,4,0.77,4412,India,In Progress,malicious
2707,2025-09-26 11:19:00,Model Evasion,Image Classifier,1,0.98,1330,USA,In Progress,malicious
2708,2025-09-19 06:09:00,Adversarial Example,Recommendation Engine,5,0.63,4446,China,,malicious
2709,2025-09-03 08:29:00,Data Poisoning,Image Classifier,5,0.93,510,Russia,Open,malicious
2710,2025-09-18 20:03:00,Model Evasion,Fraud Detection,3,0.77,2572,China,,malicious
2711,2025-09-10 11:09:00,Prompt Injection,Fraud Detection,4,0.78,3929,China,Open,malicious
2712,2025-09-18 05:46:00,Model Evasion,Image Classifier,1,0.67,491,USA,Open,malicious
2713,2025-09-25 10:38:00,Adversarial Example,Chatbot,2,0.78,1617,USA,Closed,malicious
2714,2025-09-19 11:50:00,Prompt Injection,Image Classifier,4,0.54,2056,Germany,In Progress,malicious
2715,2025-09-24 01:46:00,Data Poisoning,Image Classifier,1,0.88,1520,Germany,,malicious
2716,2025-09-23 21:35:00,Prompt Injection,Recommendation Engine,2,0.64,500000,China,In Progress,malicious
2717,2025-09-01 14:59:00,Data Poisoning,Recommendation Engine,3,0.94,1575,USA,Closed,malicious
2718,2025-09-09 02:13:00,Data Poisoning,Image Classifier,2,0.68,3946,China,Open,malicious
2719,2025-09-20 10:01:00,Model Evasion,Image Classifier,5,0.57,1761,USA,,malicious
2720,2025-09-12 09:25:00,Model Evasion,Fraud Detection,1,0.85,1991,China,In Progress,malicious
2721,2025-09-06 23:21:00,Model Evasion,Recommendation Engine,4,0.58,3179,Russia,Closed,malicious
2722,2025-09-24 09:02:00,Adversarial Example,Recommendation Engine,3,0.88,3326,India,Open,malicious
2723,2025-09-24 02:42:00,Adversarial Example,Fraud Detection,4,0.98,1046,USA,Open,malicious
2724,2025-09-15 18:48:00,Model Evasion,Chatbot,2,0.89,2892,Russia,In Progress,malicious
2725,2025-09-21 12:25:00,Adversarial Example,Recommendation Engine,3,0.51,2613,China,Open,malicious
2726,2025-09-26 14:37:00,Prompt Injection,Recommendation Engine,5,0.8,3892,Germany,Closed,malicious
2727,2025-09-11 15:13:00,Prompt Injection,Chatbot,3,0.85,4144,USA,Open,malicious
2728,2025-09-11 15:49:00,Adversarial Example,Recommendation Engine,2,0.91,461,Germany,,malicious
2729,2025-09-05 23:39:00,Adversarial Example,Recommendation Engine,3,0.53,4431,USA,,malicious
2730,2025-09-08 04:06:00,Prompt Injection,Chatbot,4,0.74,1381,China,In Progress,malicious
2731,2025-09-02 02:00:00,Data Poisoning,Chatbot,3,0.77,1145,USA,Closed,malicious
2732,2025-09-10 10:52:00,Prompt Injection,Image Classifier,5,0.58,3515,USA,Open,malicious
2733,2025-09-13 06:10:00,Prompt Injection,Fraud Detection,2,0.66,4454,USA,Open,malicious
2734,2025-09-19 13:45:00,Adversarial Example,Fraud Detection,3,0.72,192,USA,Open,malicious
2735,2025-09-23 03:30:00,Prompt Injection,Chatbot,4,0.92,3534,USA,,malicious
2736,2025-09-14 21:42:00,Adversarial Example,Chatbot,4,0.96,755,Germany,Closed,malicious
2737,2025-09-04 07:40:00,Adversarial Example,Recommendation Engine,5,0.81,1684,USA,Open,malicious
2738,2025-09-13 17:11:00,Model Evasion,Image Classifier,99,0.7,2525,Germany,In Progress,malicious
2739,2025-09-20 17:00:00,Prompt Injection,Image Classifier,3,0.63,827,USA,Closed,malicious
2740,2025-09-02 15:16:00,Data Poisoning,Chatbot,1,0.99,889,Russia,Closed,malicious
2741,2025-09-04 07:50:00,Model Evasion,Recommendation Engine,1,0.99,4748,Russia,Open,malicious
2742,2025-09-19 16:31:00,Adversarial Example,Recommendation Engine,4,0.96,500000,USA,,malicious
2743,2025-09-17 22:03:00,Adversarial Example,Fraud Detection,5,0.89,2333,Germany,Closed,malicious
2744,2025-09-14 22:09:00,Data Poisoning,Fraud Detection,2,0.66,500000,USA,In Progress,benign
2745,2025-09-08 01:41:00,Adversarial Example,Recommendation Engine,1,0.91,110,Russia,Closed,malicious
2746,2025-09-28 15:45:00,Prompt Injection,Fraud Detection,1,0.7,4715,China,,malicious
2747,2025-09-12 04:02:00,Model Evasion,Chatbot,5,0.66,792,USA,In Progress,malicious
2748,2025-09-01 11:01:00,Adversarial Example,Recommendation Engine,2,0.87,4683,USA,,malicious
2749,2025-09-26 23:32:00,Adversarial Example,Fraud Detection,3,0.54,2643,USA,Open,malicious
2750,2025-09-03 00:40:00,Data Poisoning,Image Classifier,3,0.52,3414,USA,Closed,malicious
2751,2025-09-18 19:38:00,Prompt Injection,Recommendation Engine,5,0.72,1309,Germany,In Progress,malicious
2752,2025-09-10 17:45:00,Adversarial Example,Recommendation Engine,4,0.72,296,China,,malicious
2753,2025-09-07 05:06:00,Data Poisoning,Image Classifier,4,0.95,1629,USA,Open,malicious
2754,2025-09-20 22:26:00,Adversarial Example,Chatbot,1,0.56,568,USA,In Progress,malicious
2755,2025-09-28 02:04:00,Data Poisoning,Image Classifier,3,0.56,4927,USA,Closed,benign
2756,2025-09-12 07:49:00,Data Poisoning,Recommendation Engine,4,0.57,4705,USA,Closed,malicious
2757,2025-09-24 00:00:00,Prompt Injection,Chatbot,5,0.51,,India,,malicious
2758,2025-09-21 20:27:00,Adversarial Example,Fraud Detection,2,0.54,71,USA,In Progress,malicious
2759,2025-09-05 20:45:00,Prompt Injection,Fraud Detection,1,0.83,4365,China,Open,malicious
2760,2025-09-01 15:56:00,Data Poisoning,Fraud Detection,1,0.72,4382,USA,Open,malicious
2761,2025-09-25 04:39:00,Model Evasion,Recommendation Engine,2,0.88,65,USA,Open,malicious
2762,2025-09-06 23:15:00,Adversarial Example,Image Classifier,5,1.0,879,Germany,,malicious
2763,2025-09-09 21:23:00,Model Evasion,Chatbot,1,0.83,,China,Open,benign
2764,2025-09-19 00:43:00,Adversarial Example,Fraud Detection,3,0.53,1216,China,In Progress,malicious
2765,2025-09-26 03:41:00,Prompt Injection,Chatbot,2,0.55,3027,China,,benign
2766,2025-09-28 09:23:00,Prompt Injection,Recommendation Engine,1,0.94,3239,China,Closed,malicious
2767,2025-09-24 10:03:00,Prompt Injection,Fraud Detection,3,0.76,3480,USA,,benign
2768,2025-09-28 03:03:00,Prompt Injection,Recommendation Engine,2,0.91,507,China,,malicious
2769,2025-09-11 14:42:00,Prompt Injection,Image Classifier,2,0.93,3714,Germany,,malicious
2770,2025-09-04 06:23:00,Model Evasion,Recommendation Engine,4,0.96,2884,USA,In Progress,malicious
2771,2025-09-05 13:23:00,Prompt Injection,Recommendation Engine,3,0.97,1125,China,Closed,malicious
2772,2025-09-18 22:49:00,Data Poisoning,Image Classifier,1,0.78,885,USA,Closed,malicious
2773,2025-09-23 03:00:00,Data Poisoning,Chatbot,5,0.67,2841,USA,,malicious
2774,2025-09-22 22:25:00,Model Evasion,Image Classifier,4,0.98,3877,China,,malicious
2775,2025-09-16 06:55:00,Adversarial Example,Image Classifier,4,0.77,4870,Russia,,malicious
2776,2025-09-09 08:03:00,Data Poisoning,Recommendation Engine,1,0.53,2525,Russia,In Progress,benign
2777,2025-09-19 17:18:00,Adversarial Example,Chatbot,1,0.82,925,USA,In Progress,malicious
2778,2025-09-19 01:37:00,Model Evasion,Fraud Detection,1,0.79,4215,China,Open,malicious
2779,2025-09-08 18:11:00,Adversarial Example,Image Classifier,2,0.95,1938,China,Closed,malicious
2780,2025-09-09 11:21:00,Adversarial Example,Chatbot,3,0.83,3814,USA,Open,malicious
2781,2025-09-21 10:26:00,Adversarial Example,Image Classifier,5,0.67,3362,India,Open,malicious
2782,2025-09-13 08:18:00,Adversarial Example,Image Classifier,3,0.98,4583,Germany,,malicious
2783,,Model Evasion,Image Classifier,2,0.9,3232,Russia,In Progress,malicious
2784,2025-09-15 15:56:00,Data Poisoning,Image Classifier,3,0.82,3744,USA,Open,malicious
2785,2025-09-24 02:57:00,Prompt Injection,Recommendation Engine,1,0.65,3465,USA,Open,benign
2786,2025-09-14 10:22:00,Adversarial Example,Chatbot,4,0.69,440,India,Open,malicious
2787,2025-09-20 02:10:00,Data Poisoning,Chatbot,3,0.83,3611,Germany,,malicious
2788,2025-09-14 20:55:00,Data Poisoning,Chatbot,4,0.54,461,Russia,,malicious
2789,2025-09-19 13:23:00,Model Evasion,Image Classifier,99,0.63,611,USA,In Progress,malicious
2790,2025-09-17 03:59:00,Data Poisoning,Recommendation Engine,2,0.86,3471,China,Open,malicious
2791,2025-09-09 20:45:00,Model Evasion,Image Classifier,3,0.74,,China,Open,malicious
2792,2025-09-09 00:41:00,Adversarial Example,Image Classifier,5,0.7,5,USA,In Progress,benign
2793,2025-09-30 02:19:00,Adversarial Example,Chatbot,4,0.58,4776,China,In Progress,malicious
2794,2025-09-01 08:45:00,Prompt Injection,Image Classifier,3,0.72,,Germany,In Progress,malicious
2795,2025-09-16 21:01:00,Prompt Injection,Fraud Detection,5,0.89,2858,USA,Closed,malicious
2796,2025-09-24 00:22:00,Prompt Injection,Image Classifier,1,0.63,2606,USA,In Progress,malicious
2797,2025-09-19 16:36:00,Data Poisoning,Fraud Detection,5,0.5,98,Germany,,malicious
2798,2025-09-04 05:28:00,Adversarial Example,Image Classifier,1,0.83,525,China,Closed,malicious
2799,2025-09-25 09:33:00,Model Evasion,Recommendation Engine,3,0.99,1180,Russia,In Progress,malicious
