Date/Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather
12/30/2012 23:00,-12.1,-15.1,78,28,25,101.52,Mostly Cloudy
11/19/2012 15:00,6.2,-1.2,59,4,24.1,102.5,Mainly Clear
4/3/2012 22:00,6.9,-8.5,32,11,25,100.34,Cloudy
8/17/2012 19:00,23.4,16.3,64,17,48.3,100.24,Mainly Clear
3/10/2012 16:00,-1.8,-10.3,,13,48.3,,Mainly Clear
2/17/2012 11:00,2.6,-4,62,32,48.3,100.77,Cloudy
7/23/2012 5:00,23.1,17.8,,13,24.1,,Cloudy
7/15/2012 9:00,26.5,18.8,63,13,24.1,101.21,Mostly Cloudy
9/25/2012 17:00,18.8,10.5,,9,48.3,100.98,Mainly Clear
2/1/2012 1:00,-6.7,-9.5,,15,9.7,100.69,Snow
8/8/2012 9:00,22.5,16.6,69,4,48.3,101.11,Mainly Clear
7/21/2012 8:00,21.1,14.2,65,0,48.3,,Mainly Clear
11/7/2012 10:00,0,-6.8,60,20,24.1,102.01,Mostly Cloudy
1/10/2012 5:00,0.8,-1.2,86,30,9.7,100.02,"Rain,Snow"
4/24/2012 10:00,7.2,1.2,66,19,24.1,98.72,Rain Showers
6/27/2012 18:00,21.1,14.1,64,15,24.1,100.06,Mostly Cloudy
8/5/2012 3:00,24.4,19.3,73,22,25,,Mainly Clear
11/13/2012 17:00,3.7,-6.1,49,13,25,102.41,Clear
3/7/2012 16:00,11.4,-2.3,38,15,24.1,101.31,Mostly Cloudy
5/18/2012 20:00,16.6,4.2,,4,25,101.59,Mostly Cloudy
11/12/2012 21:00,15.9,7.7,58,30,25,,Cloudy
4/8/2012 19:00,11.5,-4.9,31,17,48.3,99.64,Mostly Cloudy
11/28/2012 21:00,0.4,-1.9,85,24,16.1,101.38,Snow Showers
4/4/2012 5:00,4.6,-2.8,,9,24.1,99.94,Mostly Cloudy
12/31/2012 13:00,-4.6,-6.6,86,4,12.9,100.63,Snow
8/22/2012 14:00,25.5,11.5,,19,48.3,101.35,Mainly Clear
4/9/2012 21:00,5.8,1.4,73,22,25,99.43,Cloudy
6/27/2012 15:00,19.6,15.1,75,19,24.1,100.02,Mostly Cloudy
7/3/2012 7:00,20.3,10.3,53,,48.3,100.97,Clear
6/27/2012 10:00,18.7,13,69,20,24.1,99.89,Rain
6/20/2012 6:00,24.2,18.2,,22,48.3,101.04,Mainly Clear
3/5/2012 21:00,-11,-19.6,49,17,25,102.23,Clear
6/7/2012 21:00,18.6,10.4,59,30,25,100.74,Mostly Cloudy
9/23/2012 4:00,11,7.4,,24,25,100.63,Mostly Cloudy
5/11/2012 11:00,14.6,-0.9,34,24,48.3,100.65,Mainly Clear
7/8/2012 8:00,19.3,6.5,43,22,48.3,100.84,Mainly Clear
3/8/2012 14:00,11.7,5.9,68,26,24.1,99.88,Cloudy
1/24/2012 10:00,3,-2,70,35,24.1,100.65,Cloudy
5/4/2012 7:00,13.6,11.7,88,7,4.8,100.7,"Drizzle,Fog"
6/1/2012 1:00,11.3,3.6,59,7,25,101.24,Clear
4/4/2012 13:00,8.7,-3.5,,33,24.1,99.71,Cloudy
7/26/2012 9:00,20.6,15.3,72,9,24.1,99.97,Cloudy
3/2/2012 20:00,-2.3,-4.7,,15,16.1,,Cloudy
10/19/2012 8:00,11.7,10.2,91,13,16.1,100.92,Rain
5/21/2012 10:00,25.5,10.7,39,20,48.3,101.6,Mainly Clear
11/13/2012 4:00,6.2,4.1,,28,25,101.53,Rain
10/7/2012 21:00,7.3,0.6,62,7,25,101.34,Cloudy
6/7/2012 18:00,22,,40,,48.3,100.67,Mostly Cloudy
9/3/2012 17:00,26.6,12.8,42,13,48.3,101.25,Mostly Cloudy
3/18/2012 22:00,12.6,8.9,78,7,25,101.39,Mainly Clear
1/19/2012 22:00,-4.2,-9.3,68,32,25,100.51,Snow
11/30/2012 1:00,-12,-16.5,69,9,25,102.6,Clear
1/2/2012 22:00,-4.1,-12.3,56, ,24.1,99.95,Mostly Cloudy
7/20/2012 4:00,14.4,9.3,71,11,48.3,101.49,Clear
5/16/2012 1:00,13.9,12,88,6,25,100.66,Clear
4/28/2012 12:00,5,-9.7,34,30,48.3,101.68,Mainly Clear
7/13/2012 5:00,20.7,14.7,68,15,24.1,,Mainly Clear
9/25/2012 11:00,18,9.2,56,28,48.3,100.94,Mainly Clear
5/29/2012 21:00,20.1,17.8,,17,16.1,,Cloudy
1/27/2012 10:00,0.6,-1.2,88,17,8,99.18,"Rain,Fog"
4/28/2012 0:00,0.2,-7.4,57,17,25,101.52,Cloudy
2/9/2012 12:00,-0.1,-7.3,58,24,48.3,101.19,Clear
9/30/2012 19:00,11.5,11.4,99,9,9.7,100.09,"Rain,Fog"
5/11/2012 17:00,17.6,-2.2,26,22,48.3,100.82,Mainly Clear
2/16/2012 23:00,1.3,-0.3,89,19,16.1,100.71,Rain
7/26/2012 16:00,21.9,16.7,72,7,24.1,99.83,Cloudy
1/29/2012 23:00,-3.4,-7.6,73,15,25,100.85,Clear
9/4/2012 16:00,23.5,17.7,70,15,24.1,100.77,Cloudy
2/26/2012 13:00,-8.3,-17.4,48,26,48.3,102.41,Mainly Clear
7/5/2012 15:00,24.3,16.7,63,11,48.3,,Mostly Cloudy
9/1/2012 0:00,19.6,13.1,66,11,25,100.94,Mainly Clear
8/27/2012 1:00,23.2,17,68,11,25,,Mainly Clear
9/25/2012 10:00,17.4,9,58,35,48.3,100.92,Mainly Clear
12/30/2012 14:00,-11.8,-16.1,70,37,48.3,100.96,Mainly Clear
1/27/2012 20:00,-0.7,-2.7,,32,16.1,99.54,Cloudy
6/22/2012 3:00,24,16.7,,22,25,100.12,Mainly Clear
5/2/2012 18:00,15.4,9,66,15,24.1,,Cloudy
2/8/2012 21:00,-3.1,-10.3,57,26,25,101.25,Mainly Clear
1/4/2012 7:00,-18.2,-24.1,60,11,25,101.75,Cloudy
7/31/2012 6:00,21.1,17.7,81,7,48.3,101.05,Mainly Clear
3/13/2012 16:00,5.5,2.8,,11,8,100.67,Haze
9/22/2012 19:00,16,15.3,96,9,25,100.36,Rain Showers
12/26/2012 3:00,-14.2,-15.8,,6,25,102.52,Clear
12/12/2012 8:00,-7.3,-9.2,86,11,24.1,,Mostly Cloudy
9/16/2012 21:00,12.8,5.4,61,6,25,101.18,Clear
9/15/2012 9:00,14.9,9.7,,19,24.1,101.5,Mostly Cloudy
12/28/2012 5:00,-5,-6.1,92,7,25,101.01,Cloudy
1/17/2012 12:00,-5.3,-7.9,82,19,2.8,100.38,Snow
8/7/2012 5:00,16.6,15,90,7,48.3,100.99,Clear
10/6/2012 14:00,13.8,8.9,,17,24.1,,Mostly Cloudy
10/6/2012 23:00,8.7,4,,22,25,100.79,Mainly Clear
4/30/2012 4:00,0.7,-9,48,4,25,102.14,Clear
2/20/2012 4:00,-9.8,-13,77,6,25,101.69,Clear
8/8/2012 22:00,23.5,17.1,67,4,25,100.89,Mostly Cloudy
7/8/2012 9:00,20.6,8.5,46,20,48.3,100.81,Clear
3/21/2012 9:00,15.9,11.8,77,7,19.3,102.17,Clear
1/3/2012 20:00,-17.3,-25.4,49,24,25,101.82,Mainly Clear
12/2/2012 1:00,-4.2,-6.8,82,15,24.1,,Cloudy
1/3/2012 0:00,-9,-16,57,28,25,100.35,Snow Showers
2/11/2012 20:00,-14.4,,63,9,25,100.73,Clear
5/19/2012 8:00,17.3,7.2,51,9,48.3,101.72,Mainly Clear
6/3/2012 23:00,13.3,6.9,,30,25,100.31,Mostly Cloudy
11/9/2012 6:00,-3.2,-4.8,89,7,25,101.25,Mainly Clear
11/17/2012 0:00,-1.1,-3.5,,9,25,102.9,Clear
6/20/2012 21:00,28,21,,15,25,100.61,Mainly Clear
7/4/2012 0:00,19.8,15.9,78,6,16.1,100.34,Rain
6/29/2012 10:00,25.5,18.3,,26,48.3,99.52,Clear
4/27/2012 10:00,3.7,-3.1,61,30,24.1,100.48,Snow
1/15/2012 8:00,-23.3,-28.5,62,7,24.1,102.45,Clear
6/19/2012 11:00,24.3,16.3,,11,24.1,,Cloudy
1/9/2012 8:00,-5.9,-10.5,70,13,16.1,101.74,Snow
1/2/2012 17:00,-2.1,-9.5,,22,25,99.66,Snow Showers
6/15/2012 23:00,20.1,9.5,50,11,25,102.06,Clear
8/24/2012 4:00,19,,66,13,25,101.65,Mainly Clear
11/11/2012 10:00,1.7,-0.6,85,17,24.1,102.31,Rain Showers
4/25/2012 11:00,7.8,2.7,70,17,48.3,100.23,Mostly Cloudy
6/1/2012 10:00,18.5,1.2,,20,48.3,101.44,Mostly Cloudy
12/3/2012 8:00,2.2,0,85,11,24.1,101.78,Mainly Clear
3/16/2012 15:00,3.7,3.2,97,7,6.4,101.48,Fog
10/11/2012 7:00,4.9,2.3,83,26,24.1,101.05,Mainly Clear
8/6/2012 3:00,18.7,13.2,,22,25,,Clear
7/9/2012 1:00,14.4,9,70,9,25,100.84,Clear
9/24/2012 5:00,8,7.8,99,0,25,101.44,Mostly Cloudy
4/19/2012 5:00,3.4,-2.9,63,4,24.1,101.25,Mainly Clear
3/12/2012 15:00,12.4,0.6,44,4,48.3,101.71,Cloudy
4/11/2012 8:00,4.6,1.7,81,4,24.1,100.65,Cloudy
1/3/2012 13:00,-15.1,-22.4,54,22,24.1,,Mainly Clear
6/22/2012 0:00,25.8,18.1,63,9,25,100.07,Clear
5/30/2012 7:00,17.8,10.4,62,17,48.3,100.12,Mostly Cloudy
7/27/2012 23:00,21.1,16.7,76,0,25,,Mostly Cloudy
1/15/2012 17:00,-16.2,-23.2,55,15,25,102.85,Clear
1/12/2012 19:00,-5,-7.6,82,30,4,99.72,Snow
10/23/2012 10:00,9.6,4.9,72,4,24.1,101.73,Mostly Cloudy
2/10/2012 0:00,0.4,-3.5,75,22,25,101.12,Clear
2/16/2012 15:00,3.6,-2.8,63,19,24.1,101.29,Mostly Cloudy
8/27/2012 10:00,26,17.9,,22,48.3,101.25,Mostly Cloudy
11/9/2012 23:00,4,0.8,80,15,25,101.5,Mostly Cloudy
8/15/2012 16:00,25.7,16.4,56,17,24.1,,Mainly Clear
12/5/2012 0:00,9.5,8,90,19,12.9,100.56,Rain
11/15/2012 17:00,1.2,-5.9,59,9,25,102.53,Mainly Clear
6/11/2012 18:00,28.2,18.1,54,19,48.3,101.16,Mainly Clear
10/10/2012 12:00,13.3,9.9,80,20,19.3,100.33,Cloudy
8/25/2012 0:00,22.1,13.9,60,9,25,101.8,Mostly Cloudy
3/20/2012 20:00,18.1,11.6,66,4,25,101.85,Clear
8/7/2012 22:00,20.2,16.6,80,0,25,100.86,Mostly Cloudy
11/17/2012 16:00,2,-7.3,50,4,48.3,103.46,Mainly Clear
5/25/2012 9:00,23.3,16.1,64,20,24.1,101.29,Clear
12/27/2012 16:00,-4.5,-6.2,88,37,2,100.44,"Snow,Blowing Snow"
5/14/2012 19:00,21.5,12.4,56,15,48.3,101.11,Cloudy
7/9/2012 8:00,18.2,8.1,52,11,48.3,101.13,Clear
7/16/2012 16:00,28.8,17.5,50,15,24.1,100.35,Mostly Cloudy
6/2/2012 13:00,13.1,10.9,86,11,24.1,100.43,Rain
11/13/2012 13:00,5.3,-3.2,54,33,48.3,102.13,Mostly Cloudy
1/28/2012 9:00,-1.6,-4.5,81,13,24.1,100.93,Mostly Cloudy
5/6/2012 5:00,6.2,-3.4,50,20,48.3,101.71,Mostly Cloudy
5/14/2012 4:00,8.2,5.4,,4,25,101.51,Mainly Clear
6/27/2012 1:00,15.7,12.9,83,13,19.3,99.72,Rain
7/18/2012 15:00,24,10.1,,26,48.3,100.83,Mainly Clear
5/30/2012 4:00,16.6,10.3,66,13,24.1,99.98,Mostly Cloudy
1/27/2012 23:00,-1.6,-4.5,81,20,25,100.03,Mainly Clear
2/13/2012 22:00,-9,-12.9,,13,25,100.78,Cloudy
1/18/2012 16:00,-10.6,-18.4,,26,48.3,101.45,Mainly Clear
1/14/2012 18:00,-17.7,-24.3,56,20,25,,Mainly Clear
11/13/2012 18:00,2.5,-5.5,56,11,25,102.54,Clear
5/15/2012 1:00,16.6,12.1,75,6,25,101.23,Mainly Clear
12/13/2012 18:00,1.1,-2,,19,25,102.01,Mostly Cloudy
5/7/2012 9:00,16,-3,,7,48.3,101.68,Clear
5/1/2012 2:00,9.7,,57,7,25,101.24,Rain Showers
5/15/2012 18:00,17.9,15.1,84,19,24.1,100.83,Mostly Cloudy
10/13/2012 17:00,9.1,-2.7,43,13,25,102.08,Mostly Cloudy
1/14/2012 20:00,-19.6,-25.8,,13,25,101.62,Mainly Clear
9/25/2012 4:00,11.6,,65,,25,100.85,Mostly Cloudy
10/30/2012 12:00,16.1,14.5,90,17,24.1,99.53,Mostly Cloudy
8/4/2012 12:00,30.1,19.2,52,9,25,101.62,Clear
5/26/2012 17:00,23.1,9.4,42,19,24.1,101.49,Mostly Cloudy
3/11/2012 12:00,6.8,-3.2,,24,48.3,101.86,Clear
12/27/2012 4:00,-7.9,-9.5,88,33,2,101.03,Snow
11/5/2012 13:00,1.9,-8.2,47,17,48.3,101.44,Mostly Cloudy
1/3/2012 10:00,-15.3,-22.2,56,24,24.1,101.29,Cloudy
5/11/2012 14:00,17.6,-1,28,32,48.3,100.72,Mainly Clear
11/2/2012 13:00,4.3,3.1,92,20,24.1,99.7,Drizzle
12/23/2012 7:00,-8.5,-12.1,75,20,19.3,100.52,Snow Showers
8/24/2012 20:00,25.9,13.1,45,13,25,,Mostly Cloudy
10/18/2012 17:00,16.6,4.7,,15,48.3,100.74,Mostly Cloudy
8/14/2012 18:00,24.5,17.1,63,6,24.1,100.69,Mostly Cloudy
11/25/2012 4:00,-4.1,-9.3,67,30,25,100.2,Mainly Clear
2/17/2012 16:00,3.1,-4.9,,26,24.1,100.64,Cloudy
8/10/2012 11:00,19.9,18.5,92,15,6.4,100.73,Fog
2/3/2012 17:00,-3.4,-7,76,11,19.3,102.19,Cloudy
6/24/2012 1:00,17.6,8.7,56,6,25,101.02,Clear
2/25/2012 4:00,0.4,-1,90,19,3.2,97.97,Snow
12/27/2012 5:00,-7.5,-9.1,88,43,1.2,100.95,Snow
9/21/2012 4:00,14.3,11.4,83,19,25,,Cloudy
11/14/2012 22:00,1.4,,,13,25,103.15,Clear
11/23/2012 22:00,8.6,3,,26,25,99.7,Rain Showers
3/8/2012 5:00,5.7,-0.8,63,19,25,100.57,Mostly Cloudy
3/13/2012 6:00,7.4,1.8,68,9,19.3,100.6,Cloudy
11/5/2012 3:00,0.8,-7.7,53,17,25,101.29,Cloudy
5/24/2012 19:00,24.4,16.4,61,15,24.1,,Mainly Clear
10/22/2012 16:00,14.3,4.9,53,15,48.3,101.06,Mainly Clear
3/21/2012 23:00,16.5,9.5,63,7,25,101.66,Clear
7/21/2012 4:00,14.6,12.9,90,0,24.1,101.4,Clear
4/28/2012 3:00,-0.8,-9.1,53,17,25,101.54,Cloudy
8/12/2012 11:00,24,17.6,67,13,48.3,100.72,Mainly Clear
11/9/2012 8:00,-1.6,-3.6,86,7,48.3,101.36,Mostly Cloudy
9/8/2012 13:00,25.5,17.4,61,24,24.1,99.08,Cloudy
9/20/2012 2:00,9,4,71,7,25,101.89,Clear
3/27/2012 20:00,2.6,-11.4,35,13,25,101.68,Cloudy
5/11/2012 15:00,17.1,-1.8,27,26,48.3,100.76,Mainly Clear
12/11/2012 0:00,0.7,-2.7,,17,25,99.89,Cloudy
10/10/2012 13:00,12.5,10.8,89,19,4,100.24,Rain
9/26/2012 20:00,13.8,7.8,67,15,25,101.22,Cloudy
9/24/2012 9:00,11,7.9,81,13,48.3,101.49,Mainly Clear
10/6/2012 10:00,9.7,8.7,93,13,24.1,100.32,Rain
1/8/2012 16:00,-6.6,,59,20,24.1,102.09,Mostly Cloudy
7/26/2012 10:00,20.6,16.3,76,11,24.1,99.96,Cloudy
9/7/2012 21:00,22.9,13.4,55,6,25,100.5,Cloudy
6/24/2012 21:00,18.6,13.6,73,19,25,100.67,Cloudy
2/3/2012 21:00,-4.7,-8,78,7,25,102.17,Mostly Cloudy
11/26/2012 21:00,-7.3,-10.3,79,7,25,101.87,Clear
6/12/2012 7:00,21.1,14.1,64,22,24.1,100.95,Mostly Cloudy
11/15/2012 10:00,0.3,-4.6,70,15,24.1,102.84,Cloudy
4/1/2012 18:00,2.5,0.3,85,11,24.1,100.11,Rain
1/7/2012 7:00,-7,-9.7,81,7,16.1,100.16,Cloudy
10/9/2012 0:00,5.8,2.6,80,6,25,102.06,Clear
8/29/2012 14:00,24.7,8.3,,20,48.3,100.92,Clear
10/19/2012 17:00,13.1,12.1,94,17,6.4,100.38,"Rain,Fog"
2/27/2012 9:00,-9.4,-14.9,64,22,48.3,102.1,Cloudy
4/17/2012 5:00,13.5,5.9,60,33,48.3,100.99,Mostly Cloudy
4/21/2012 11:00,5.6,3.5,86,11,12.9,100.59,Rain
9/12/2012 9:00,19.6,11.9,,7,48.3,,Clear
5/17/2012 9:00,11.3,2.1,53,22,48.3,101.48,Mainly Clear
10/27/2012 2:00,11.8,,94,6,19.3,101.41,Cloudy
3/26/2012 18:00,0.1,-17.3,26,24,48.3,101.43,Clear
1/3/2012 22:00,-17.1,-24.6,52,20,25,101.86,Mostly Cloudy
1/21/2012 15:00,-11.8,-18.9,56,11,24.1,102.06,Clear
12/18/2012 0:00,0.6,-0.5,92,19,16.1,100.44,Cloudy
8/29/2012 16:00,24.2,8.1,36,24,48.3,100.86,Mainly Clear
3/7/2012 9:00,-2.5,-7.7,67,11,24.1,101.85,Clear
9/8/2012 7:00,21,17.8,82,20,19.3,99.77,Cloudy
10/16/2012 21:00,3,-0.5,78,11,25,100.66,Clear
4/10/2012 6:00,4.3,1.7,83,9,24.1,99.45,Mostly Cloudy
12/20/2012 2:00,-0.2,-2.4,85,19,25,101.68,Cloudy
3/15/2012 15:00,4,0.6,78,24,24.1,102,Mostly Cloudy
5/30/2012 12:00,23.1,8.2,38,35,48.3,100.06,Mainly Clear
5/17/2012 15:00,15.8,0.4,,24,48.3,101.46,Mainly Clear
3/1/2012 20:00,-3.7,-6.4,81,20,4.8,100.95,Snow
2/4/2012 12:00,-6.6,-13.2,59,4,48.3,102.21,Mainly Clear
11/3/2012 8:00,4.2,1.2,81,20,24.1,100.39,Cloudy
6/10/2012 20:00,25.3,7.5,32,9,48.3,101.47,Mostly Cloudy
12/22/2012 12:00,-4.5,-5.9,,33,1.6,98.86,Snow
10/3/2012 9:00,12.7,12.6,,19,4.8,101.53,Fog
12/28/2012 17:00,-8.6,-12,76,26,25,101.34,Mainly Clear
3/2/2012 23:00,0.5,-3.6,74,17,25,100.29,Cloudy
6/11/2012 5:00,17.5,11.8,,11,24.1,101.54,Mainly Clear
3/8/2012 23:00,0.8,-1.4,,35,2.4,,Snow
10/8/2012 7:00,2.5,1.3,92,6,48.3,101.83,Mainly Clear
11/8/2012 4:00,-1.3,-5.9,,26,25,101.44,Mostly Cloudy
12/8/2012 8:00,2.7,1.6,92,7,6.4,101.06,"Rain,Fog"
12/11/2012 16:00,-6.1,-11.6,65,15,24.1,101.35,Clear
12/2/2012 16:00,5.5,4.9,96,20,6.4,100.68,"Rain,Fog"
7/25/2012 21:00,21.8,13.6,60,13,25,100.31,Cloudy
6/24/2012 5:00,14,9.2,73,6,48.3,101.04,Clear
6/21/2012 14:00,32.6,20.4,49,20,24.1,100.25,Mainly Clear
4/28/2012 19:00,6.1,-11.4,27,19,48.3,101.46,Clear
5/20/2012 3:00,16.8,8.6,58,9,25,101.7,Clear
3/11/2012 3:00,-2.2,-7,70,17,25,102.05,Cloudy
10/23/2012 22:00,6.8,3.9,82,7,25,101.76,Mainly Clear
3/26/2012 5:00,-1.9,-10.9,50,20,25,100.86,Clear
7/15/2012 3:00,24.1,18.6,71,11,25,,Clear
6/8/2012 20:00,16,9.9,67,9,24.1,100.34,Mainly Clear
10/10/2012 10:00,13.5,9,,33,24.1,100.53,Cloudy
11/28/2012 6:00,-3.4,-5.2,87,11,25,101.89,Cloudy
5/25/2012 14:00,26,17.2,58,19,24.1,100.94,Mostly Cloudy
11/27/2012 10:00,-3.1,-7.8,70,9,24.1,102.2,Mostly Cloudy
5/19/2012 7:00,14.7,6.8,59,9,48.3,101.72,Mainly Clear
9/18/2012 13:00,17.1,16.4,96,35,9.7,99.66,Rain
4/29/2012 2:00,1.3,-7.5,52,11,25,101.49,Mainly Clear
6/1/2012 23:00,18.2,8.3,52,19,25,100.77,Rain
2/19/2012 19:00,-3.2,-10,59,15,25,101.43,Clear
6/6/2012 19:00,18.9,7.8,48,15,24.1,101,Mostly Cloudy
8/7/2012 9:00,22.8,16.7,68,19,48.3,100.99,Mainly Clear
9/10/2012 12:00,16,6.1,,20,48.3,101.31,Mostly Cloudy
7/9/2012 11:00,21.4,7.9,,20,48.3,101.09,Clear
10/10/2012 3:00,11.3,7.9,80,13,25,101.01,Mostly Cloudy
1/22/2012 23:00,-13.3,-17.1,73,9,16.1,102.28,Mainly Clear
3/23/2012 19:00,11.8,-5.5,29,11,25,101.68,Mostly Cloudy
2/16/2012 13:00,3.3,-2.7,65,19,24.1,101.53,Mostly Cloudy
4/16/2012 9:00,22.2,13.6,58,15,24.1,100.52,Mostly Cloudy
3/12/2012 22:00,7.9,0.7,60,11,25,101.35,Mostly Cloudy
1/16/2012 6:00,-18.7,-23.2,68,0,25,103.01,Clear
4/27/2012 19:00,0.7,-7.7,53,22,24.1,101.25,Cloudy
11/27/2012 7:00,-4.4,-8.8,71,9,24.1,102.05,Mostly Cloudy
9/14/2012 8:00,19.5,15.1,76,9,24.1,101.63,Mostly Cloudy
1/30/2012 14:00,-6.7,-15,52,22,48.3,101.81,Clear
2/25/2012 16:00,-3.6,,75,24,9.7,99.39,Snow
5/15/2012 16:00,18.2,15.4,84,15,24.1,100.9,Cloudy
2/18/2012 0:00,0.7,-3.9,71,24,25,100.71,Mainly Clear
9/1/2012 3:00,17.7,12.8,73,11,25,101.13,Mainly Clear
11/1/2012 5:00,7.7,5,,4,25,99.32,Rain
6/18/2012 22:00,21.5,14,62,13,25,101.02,Mainly Clear
9/14/2012 23:00,15.9,15.4,97,13,16.1,101.13,Rain Showers
3/6/2012 9:00,-11.3,-19.1,52,6,48.3,103.1,Clear
2/28/2012 5:00,-5.4,-9.7,72,20,12.9,101.98,Snow
7/6/2012 19:00,29.1,20.9,61,15,24.1,100.36,Cloudy
12/19/2012 2:00,0.4,0.1,98,7,8,99.78,"Drizzle,Snow,Fog"
1/12/2012 15:00,-5.2,-7.6,,26,0.8,99.9,Moderate Snow
12/29/2012 2:00,-11.8,-13.1,90,13,25,101.33,Clear
7/10/2012 18:00,25.6,9.1,35,19,48.3,101.13,Mainly Clear
7/28/2012 7:00,19.5,11.1,58,15,48.3,101.22,Mostly Cloudy
5/27/2012 1:00,14.6,7.4,,9,25,101.77,Clear
8/27/2012 14:00,26.4,,61,,24.1,100.95,Cloudy
7/29/2012 11:00,24.7,16.7,61,11,48.3,101.26,Mainly Clear
2/14/2012 6:00,-14.2,-19.6,64,6,25,101.04,Mainly Clear
3/31/2012 14:00,7.7,-8.5,31,4,48.3,101.01,Mainly Clear
5/27/2012 13:00,20.2,5.4,38,13,48.3,101.68,Cloudy
10/25/2012 15:00,13.5,3.5,51,19,24.1,,Mainly Clear
11/4/2012 15:00,3.6,-3.9,,17,24.1,101.08,Cloudy
2/21/2012 8:00,-5,-8.2,78,7,48.3,,Mostly Cloudy
6/4/2012 5:00,11,8,82,20,19.3,100.41,Rain
11/12/2012 13:00,16.9,8.4,,22,24.1,101.52,Mostly Cloudy
10/8/2012 21:00,7.3,,73,9,25,102.08,Mainly Clear
4/12/2012 20:00,9.1,-1.1,,7,25,101.38,Mainly Clear
3/19/2012 5:00,9.7,8.1,90,7,25,101.5,Clear
9/24/2012 18:00,14.4,5.8,56,22,25,101.03,Mainly Clear
5/20/2012 4:00,14.8,8.9,68,6,48.3,101.72,Mainly Clear
2/8/2012 9:00,-9.6,-15.1,,15,48.3,102.07,Mainly Clear
6/21/2012 17:00,32.1,17.9,43,30,24.1,100.09,Mainly Clear
11/21/2012 21:00,2.2,-0.5,82,6,25,101.88,Mainly Clear
5/22/2012 16:00,19.7,13.9,69,20,16.1,100.64,Cloudy
11/8/2012 12:00,3.9,-3.6,58,24,24.1,101.29,Mostly Cloudy
6/17/2012 0:00,19.3,12.6,65,0,25,101.55,Mainly Clear
3/30/2012 14:00,4.4,-8.8,38,17,48.3,101.3,Mainly Clear
3/31/2012 16:00,8.4,-7.7,31,4,48.3,100.89,Mainly Clear
2/21/2012 9:00,-3.1,-7.2,73,9,48.3,101.87,Mostly Cloudy
5/26/2012 20:00,18.5,7.4,48,9,24.1,101.64,Mainly Clear
8/10/2012 19:00,19.6,18.5,93,24,4.8,100.63,"Rain,Fog"
6/12/2012 20:00,18.5,16.2,86,19,19.3,100.47,Cloudy
2/27/2012 20:00,-7.2,-9.6,83,9,25,,Snow
5/3/2012 2:00,11.4,8.7,83,17,25,101.18,Cloudy
12/18/2012 1:00,0.1,-0.9,93,24,19.3,100.37,Cloudy
1/1/2012 5:00,-1.4,-3.3,,9,6.4,101.27,Fog
7/20/2012 13:00,23.2,10.4,44,9,48.3,101.45,Mainly Clear
10/16/2012 7:00,4.8,0.8,75,15,24.1,100.18,Mostly Cloudy
9/25/2012 22:00,13.1,9.5,79,7,25,101.05,Mainly Clear
10/30/2012 10:00,16.1,13.3,83,28,24.1,99.57,Mostly Cloudy
12/4/2012 4:00,3.1,1.3,88,20,25,101.56,Mainly Clear
6/12/2012 16:00,18.4,16.7,90,22,8,100.6,"Rain,Fog"
4/25/2012 20:00,7.3,-0.2,,17,25,100.61,Mostly Cloudy
12/3/2012 3:00,5.5,2.9,83,26,25,101.22,Mostly Cloudy
3/21/2012 2:00,11.8,10.3,91,6,25,101.93,Clear
12/28/2012 4:00,-4.9,-5.9,93,9,9.7,101,Snow
2/22/2012 1:00,0.8,-2.2,,15,12.9,99.97,Snow
11/22/2012 20:00,5.9,0.4,68,7,25,101.28,Mainly Clear
1/29/2012 19:00,-1.6,-9.3,56,17,25,100.81,Mainly Clear
12/5/2012 16:00,-0.4,-9.4,,30,24.1,101.58,Cloudy
11/9/2012 7:00,-2.5,-4.2,,7,24.1,101.3,Mostly Cloudy
10/3/2012 17:00,19.2,13.9,71,11,24.1,101.45,Cloudy
8/13/2012 10:00,22.4,17.8,75,22,19.3,100.88,Mostly Cloudy
12/27/2012 2:00,-8.5,-11.3,80,30,25,101.31,Cloudy
3/11/2012 11:00,5.9,-4.2,,11,48.3,101.92,Clear
11/30/2012 7:00,-13.4,-17.3,72,9,24.1,103.03,Mainly Clear
7/19/2012 7:00,16.7,9.7,63,11,48.3,101.27,Clear
6/19/2012 10:00,23.2,16,64,13,24.1,100.98,Cloudy
6/22/2012 21:00,22.8,11.8,50,9,25,100.47,Mostly Cloudy
7/11/2012 14:00,27.4,9.4,32,13,48.3,101.61,Mostly Cloudy
8/19/2012 6:00,15.2,12.2,82,15,48.3,101.02,Mainly Clear
1/17/2012 2:00,-9.7,-13.7,73,9,25,100.84,Cloudy
10/21/2012 1:00,9.9,6.8,81,19,25,100.14,Mostly Cloudy
6/7/2012 16:00,22.8,9.2,42,15,48.3,100.74,Mainly Clear
1/11/2012 19:00,-11.8,-19.2,54,30,25,101.43,Mostly Cloudy
9/27/2012 10:00,12.8,4.4,,4,48.3,102.06,Mainly Clear
1/4/2012 15:00,-10.2,-16.3,61,11,9.7,100.89,Snow
9/22/2012 13:00,16.6,,,15,19.3,,Rain Showers
1/15/2012 16:00,-15.1,-22.8,52,24,48.3,102.79,Clear
2/10/2012 11:00,1.4,-4.1,67,20,24.1,101.08,Cloudy
